obstacleDetectDistance,carLinearSpeed,carTurningSpeed,servoRange,finishTime
0.1555168,192,246,74,58.25
0.8813608,179,214,69,37.5
0.7870899,232,160,46,220
0.9920017,230,105,76,67.8125
0.982262,221,175,41,649.9375
0.4141207,140,144,61,47.75
0.9425193,239,106,68,11
0.8349944,144,101,67,148
0.5343349,179,204,36,11.5
0.3798895,201,209,56,781.6875
0.934254,107,206,80,762.375
0.5254922,143,192,57,380.25
0.3746984,172,138,34,19.1875
0.5749984,106,215,88,20.0625
0.9760433,158,229,62,28.4375
0.4581305,253,146,84,60.375
0.5218396,203,126,56,12.375
0.3013129,211,185,30,36.0625
0.4111866,148,145,32,211.5625
0.2074973,131,104,68,90.125
0.5198672,253,122,45,11.8125
0.9899442,124,158,30,44.5
0.2967609,154,137,42,140.5625
0.3230716,135,135,50,158.875
0.7516721,216,185,37,455.3125
0.1570797,151,110,31,19.375
0.3647296,152,139,82,52.75
0.5948316,100,109,32,40.375
0.2340409,113,176,37,35.5625
0.4440246,205,134,51,129.5
0.7816365,168,103,47,45.1875
0.5373632,229,126,43,102
0.5671844,246,167,33,61.5
0.3659244,124,149,47,334.375
0.2484149,133,134,41,74.3125
0.3497561,212,100,63,55.3125
0.146942,232,137,76,36.4375
0.5169549,203,107,78,55.9375
0.2609072,127,126,51,872.125
0.6980865,160,113,73,44.75
0.6748431,161,138,85,101.375
0.6304901,214,214,50,96.3125
0.5558236,170,134,66,54.625
0.3504878,122,106,45,22.875
0.500843,129,103,78,54.6875
0.6623064,160,122,80,219.3125
0.2502235,230,163,30,103.25
0.9251093,202,152,46,18.9375
0.4809642,145,111,38,30
0.9417981,105,146,68,102.5625
0.1666437,223,144,31,53.375
0.6846571,238,118,39,9.875
0.424135,158,114,62,116.5
0.9270744,139,112,50,215.625
0.2195452,195,250,88,20.5625
0.3955326,227,191,66,196.6875
0.3174286,249,153,78,68.3125
0.6689182,134,202,87,255
0.6758507,176,174,61,19.75
0.3373485,213,124,61,10.0625
0.2682244,186,214,41,39.8125
0.5917513,233,179,30,40
0.7573369,137,196,62,137.0625
0.496663,121,199,50,33.6875
0.7383634,245,209,75,421.375
0.3767468,195,231,76,70.4375
0.8840159,106,102,85,49.5625
0.5152503,252,133,77,157.6875
0.5459889,163,148,33,121.6875
0.8769611,185,219,73,89.1875
0.6376284,130,106,39,17.6875
0.3935055,114,101,53,176.1875
0.3070199,159,116,39,18.4375
0.6976846,108,178,68,447.375
0.7302784,219,195,47,41.625
0.4864785,232,103,42,67.4375
0.5464586,118,182,42,169.875
0.1803148,132,211,54,140.1875
0.6773137,105,124,56,70.4375
0.4859606,104,106,40,147.75
0.5912526,239,108,54,35.6875
0.2061645,109,127,43,53.6875
0.8631673,210,129,61,118.5625
0.1712055,102,238,53,50.5625
0.3773792,251,145,87,59
0.2259184,148,187,58,129.625
0.4197001,105,127,67,28.8125
0.6215411,155,149,59,229.125
0.207269,177,232,80,83.8125
0.3343903,189,105,39,40.125
0.2376233,143,100,61,106.0625
0.572094,118,193,62,722.625
0.1601245,160,247,40,12.625
0.3348712,169,186,51,68.0625
0.6808234,174,168,33,86.75
0.825433,204,151,82,82.5625
0.2971047,235,113,48,11.4375
0.2738178,179,176,82,113.5
0.1423106,184,190,66,31.1875
0.8890206,203,189,43,13.25
0.930464,238,163,38,81.75
0.7984859,139,139,66,53.3125
0.5945657,154,192,71,204.5625
0.4921428,192,121,66,58.875
0.2149165,180,227,66,46.625
0.1920765,247,219,34,44.25
0.1381082,186,212,34,28.6875
0.4432218,131,100,79,21.5625
0.1796926,233,143,83,106.3125
0.3957554,214,101,88,13.375
0.7522259,252,124,31,35.75
0.1439894,155,178,87,53.5625
0.3274497,235,113,64,30.125
0.5723227,203,234,88,41.4375
0.6770828,230,200,83,120.125
0.5647117,147,146,73,160.0625
0.1802797,121,211,42,349.5625
0.9460915,131,182,52,105.125
0.3383182,134,149,64,75
0.1352468,193,144,52,15.6875
0.6074197,200,111,40,204.125
0.7605246,147,207,76,111.125
0.3972881,159,187,86,53.625
0.5007629,140,186,63,125.9375
0.6422457,199,243,49,28.6875
0.877805,219,133,42,11.4375
0.4430732,137,104,78,19.6875
0.3513646,170,248,55,48.4375
0.3752136,217,170,77,32.5625
0.9952644,231,166,75,37.25
0.3526648,235,252,32,26.875
0.9933912,172,192,50,153.5
0.19844,238,193,40,43.5
0.2036082,235,142,70,272.6875
0.7003734,149,145,39,20.25
0.6332997,207,112,74,11.3125
0.2218537,201,143,84,92.5
0.2460568,243,215,57,8.4375
0.5601401,210,184,67,27.875
0.3813934,103,138,81,36.4375
0.4483092,120,147,35,119.0625
0.7812586,107,137,88,473
0.5145253,185,161,54,193.875
0.5508819,190,153,61,10.75
0.5485184,214,115,84,14.3125
0.8069625,236,132,74,180.1875
0.2476131,168,137,87,71
0.6748602,191,101,86,61
0.9538845,189,116,73,100.0625
0.6184825,148,180,68,138.75
0.6607404,174,178,33,58.75
0.7232345,147,163,88,45.625
0.5986599,169,165,73,51.0625
0.4999522,112,201,49,46.9375
0.2729824,181,163,48,158.9375
0.2693026,170,165,72,46.0625
0.4380774,131,166,37,885.6875
0.9098173,221,189,79,178.5
0.3287994,239,218,69,8.75
0.7836307,149,170,79,91
0.6744269,203,103,70,175.25
0.4331709,219,143,84,65.3125
0.2777592,242,230,75,71.75
0.6229731,241,114,57,23.5625
0.2313957,128,123,34,55.6875
0.6979873,138,194,71,637.6875
0.8604037,254,112,88,87.875
0.5062754,247,189,61,115.0625
0.3774437,129,110,66,58.875
0.2208954,143,220,30,47.6875
0.8832008,244,101,70,98.5
0.3029316,176,190,44,78.1875
0.1597774,100,103,87,65.125
0.5219863,246,212,50,57.9375
0.5373052,108,179,42,49.375
0.3271469,239,186,63,141.75
0.5789024,155,105,30,18.375
0.8503013,138,111,57,32.75
0.2779703,247,150,39,177.5625
0.2202927,177,242,38,85.0625
0.412493,238,121,39,28.9375
0.6260399,227,165,37,43.75
0.3637822,241,113,45,12.25
0.2681654,239,253,81,78.8125
0.6949423,249,137,35,24.3125
0.7397593,108,181,87,217.5625
0.2355671,109,101,54,67.0625
0.9391982,202,115,74,94.1875
0.5331323,220,154,60,22.3125
0.976657,123,196,37,295.0625
0.2829368,207,132,53,187
0.3572884,134,247,63,49.9375
0.4568127,221,101,87,36.5625
0.4083907,231,250,87,20.5
0.3194489,172,171,73,58.875
0.6414732,232,128,66,108.4375
0.2064861,167,151,61,47.4375
0.5711597,110,109,80,62.8125
0.5206884,149,164,51,41.9375
0.7620705,207,187,48,51.9375
0.4175586,186,167,84,280.3125
0.2025152,155,131,56,17.0625
0.8575926,136,233,85,46.375
0.5936061,125,239,64,76.25
0.6260759,136,119,67,196.75
0.1507355,139,217,73,83.8125
0.8163611,186,139,69,52.25
0.8916408,162,101,42,111.75
0.8359988,248,137,80,39.75
0.283248,178,206,57,11.9375
0.7164124,206,246,70,21.125
0.7608213,157,106,70,108.625
0.206307,230,138,30,73.6875
0.5223311,111,200,59,278.75
0.5799534,115,106,52,40.5625
0.4409723,208,165,62,51.4375
0.3702638,198,156,52,10.625
0.6018893,174,127,81,36.125
0.3879576,217,118,68,14.0625
0.9086064,229,244,71,19.25
0.9590926,161,190,77,285.375
0.2308658,195,216,53,216.4375
0.6933632,109,110,60,233.3125
0.5240128,125,143,84,117.75
0.6123727,155,138,31,71.5
0.1950784,252,148,34,187.9375
0.5031823,189,194,77,61.0625
0.4982152,156,101,88,26
0.9929047,100,146,61,44.1875
0.1642475,151,223,55,49.625
0.4705987,103,161,76,122.3125
0.6974825,190,111,39,37.75
0.8785754,172,176,84,39.4375
0.9870328,177,117,50,124.0625
0.2719773,244,110,31,23.5625
0.1451215,241,175,80,12.875
0.5929258,165,197,88,60.5625
0.3951231,203,159,51,48.125
0.90209,213,101,75,33.1875
0.2627589,214,233,82,35.1875
0.5064226,134,159,65,18.375
0.8800859,182,104,32,26
0.4511124,128,106,79,35.8125
0.9427791,107,156,76,125.25
0.2100015,117,221,43,173.9375
0.4540573,246,189,63,38.0625
0.3608524,176,182,73,71.4375
0.8531886,102,129,79,264.25
0.1870017,223,113,75,25.75
0.7482991,142,248,49,24.4375
0.4426152,204,228,64,105.625
0.8694019,105,206,83,564.875
0.2532127,143,125,33,58.1875
0.9931565,239,225,45,20.5
0.5659422,119,137,73,334.375
0.3693252,167,146,53,95.6875
0.8027428,175,114,83,80.75
0.2645574,150,186,74,71.6875
0.7588033,116,164,46,292.25
0.4947731,235,149,30,39.25
0.9916734,131,102,88,35.875
0.35937,187,161,37,29.875
0.617807,182,158,88,82.25
0.4474604,225,241,88,19.5625
0.150529,166,235,87,127.875
0.6840928,118,191,77,393
0.4819967,131,197,37,429.0625
0.8803372,169,106,87,214.5
0.7450504,129,175,79,46.9375
0.9828052,189,205,54,36.8125
0.6762335,227,178,81,177.625
0.9452983,216,155,83,44.8125
0.2632737,148,108,40,17.6875
0.2303732,147,104,61,18.125
0.4657253,127,182,59,42.4375
0.5240589,159,171,84,31.0625
0.7413062,184,116,77,16.1875
0.3076604,203,122,39,52.375
0.5550846,153,193,49,200.5
0.3021245,123,190,69,101.4375
0.9181865,154,145,52,159.0625
0.5065486,160,122,74,17.9375
0.5787346,216,159,89,97.6875
0.7244092,246,203,45,654.9375
0.9280311,191,182,58,178.6875
0.4795099,236,165,65,113.0625
0.5010916,244,168,88,8.5
0.2224851,148,103,62,20.0625
0.7794484,157,110,55,15.375
0.3395285,158,144,33,68.0625
0.5404025,138,116,45,21.5625
0.2277333,101,153,41,45.125
0.7208524,127,179,40,60.9375
0.7466239,179,172,68,36.4375
0.4394855,229,199,46,31.3125
0.4935657,202,202,45,149.3125
0.4564202,102,240,52,64.875
0.6007869,174,110,40,36.375
0.601269,171,250,41,22.0625
0.2054831,180,236,54,103.5
0.2909271,149,102,58,41.375
0.8816574,181,178,53,54
0.8961187,219,183,74,22.625
0.5704187,232,220,56,25.0625
0.936393,120,174,72,26.75
0.2896349,173,106,46,20.625
0.4283761,121,147,80,81.5
0.263172,162,148,75,37.125
0.3672253,123,254,50,66.8125
0.9750766,103,105,73,66.375
0.1521097,172,250,38,26.375
0.2669535,203,103,44,59.75
0.5866711,179,130,30,125.1875
0.2585763,175,124,60,164.5625
0.5070213,123,129,61,96.3125
0.4981274,100,122,67,125.5
0.1411188,188,130,83,13.1875
0.2456123,175,150,43,137.8125
0.6973236,109,163,62,410.0625
0.1311446,228,184,54,9.0625
0.3098884,239,177,68,17.125
0.8840371,163,227,72,45.1875
0.414328,142,176,34,433.1875
0.2494431,129,156,34,24.25
0.9691817,189,171,36,145.3125
0.2710088,204,150,46,62.5625
0.6296854,179,219,84,21.8125
0.2305502,188,181,51,63.25
0.202409,214,227,44,49.125
0.5951851,131,106,74,140.625
0.1569576,135,215,41,104.1875
0.293219,233,110,65,12
0.7397552,226,179,65,22.0625
0.1565301,225,185,57,56.375
0.7640823,127,180,68,88.5625
0.541995,194,150,88,47.625
0.9278716,101,220,45,117.1875
0.5065121,252,225,71,91.9375
0.4732907,229,157,61,21.625
0.2977506,186,192,73,136.5
0.8945261,162,176,54,175.375
0.4316455,252,112,71,51.625
0.1444001,158,251,35,32.5625
0.1875102,216,171,36,26.625
0.8536342,176,153,67,47.25
0.7343897,152,142,67,98.1875
0.2852198,135,157,34,166.4375
0.4239723,239,175,33,114.25
0.7691551,216,223,40,25.125
0.9325034,151,219,64,107.3125
0.7477311,186,161,78,100.5625
0.2016085,132,220,80,42.9375
0.1889931,211,238,71,49.5625
0.1596777,135,131,73,43.1875
0.1822168,102,252,65,194.125
0.7788103,112,165,32,145.8125
0.1731871,178,125,69,280.4375
0.7429411,227,175,39,63.125
0.8945868,182,146,45,15.125
0.6821712,234,128,89,30.625
0.6253356,209,200,82,283.8125
0.6215511,111,150,59,42.125
0.1580997,202,107,50,10.5
0.4979538,157,112,51,19.125
0.3000479,118,161,59,36.5
0.911169,191,190,63,10.625
0.5568317,183,169,43,238.6875
0.7345276,173,100,62,15.4375
0.7904693,154,184,74,69.375
0.9833878,161,104,85,14.75
0.1561064,128,142,86,23.375
0.6561918,220,133,42,11.0625
0.2169526,239,171,80,92.6875
0.8393354,209,201,85,434.125
0.7228983,252,175,81,158.5625
0.5163962,212,182,48,71.8125
0.3797251,165,115,32,17.375
0.270354,111,207,66,180.875
0.3609013,130,160,31,29
0.4786284,229,109,62,98.5625
0.1264191,141,238,31,14.5
0.8770614,130,121,80,57
0.6128715,243,186,63,41.625
0.8020696,244,163,39,54.75
0.8115169,188,117,88,16.1875
0.2906133,176,129,85,34.75
0.985221,167,135,83,65.125
0.9121777,205,156,58,52.9375
0.5487511,145,159,54,202.5625
0.4636641,217,161,47,33.5
0.6449794,198,187,84,108.625
0.1480429,206,237,41,81.625
0.4155236,172,149,30,38
0.7600091,222,119,34,12.9375
0.8405523,244,127,52,183.375
0.7351137,211,155,64,9.5
0.1522216,246,178,31,114.1875
0.4382668,167,162,48,37.125
0.3299584,244,237,42,45.25
0.1616728,171,105,68,60.875
0.390489,238,211,37,112.5
0.2721802,178,136,63,55.625
0.6678103,226,172,59,15.3125
0.7343249,154,125,34,334.625
0.4925306,203,161,85,20.5625
0.1844687,121,186,85,160.1875
0.2921976,222,204,39,80.4375
0.2440099,134,143,40,29.1875
0.6219548,145,178,89,36.375
0.4757236,244,105,58,95.875
0.9036193,144,133,62,183.25
0.6288905,248,166,35,115.875
0.2355211,140,138,71,166.9375
0.60962,139,198,30,301.0625
0.6052496,170,113,72,29.4375
0.9072313,231,163,88,126.5625
0.2494036,121,254,84,53.4375
0.6823937,222,142,70,29.6875
0.7812567,197,108,79,45.25
0.7830235,156,246,58,74.4375
0.4532816,122,200,71,64.625
0.1888085,234,238,85,48
0.8105835,247,111,35,66.9375
0.7083964,243,138,69,59.0625
0.6218086,117,135,57,210.8125
0.2736939,198,162,46,177.25
0.2538214,123,178,72,51.375
0.9177011,198,107,65,13.875
0.5812199,206,167,69,38.1875
0.1751216,151,203,61,73.375
0.2290522,230,125,70,30.875
0.7866334,228,174,61,284.1875
0.5560642,227,193,43,86.4375
0.8091631,194,197,51,56.3125
0.2534964,165,142,48,97
0.1829237,103,197,87,442.8125
0.1654638,211,127,54,59.5625
0.7853509,206,189,71,82.9375
0.2791277,143,232,88,29.3125
0.1343246,187,139,70,26.6875
0.4665058,222,162,35,29.8125
0.2097355,139,140,69,58.375
0.4767742,250,180,76,277.3125
0.8428918,140,183,60,142.875
0.9209105,227,174,46,87.4375
0.4551687,135,168,54,34.9375
0.688638,175,190,78,75.9375
0.5379775,118,105,89,92.625
0.6839595,182,188,38,75.375
0.6144568,155,205,59,256.625
0.391008,229,129,82,164.375
0.934697,224,128,76,15.875
0.6573694,118,198,76,69.6875
0.2390295,254,101,88,464.25
0.8338504,146,188,81,85.8125
0.5044449,183,133,48,37.375
0.631677,148,121,33,20.125
0.5906559,246,118,43,20.375
0.640974,165,160,89,12.6875
0.9026994,123,126,34,50.0625
0.9825593,225,152,63,89.4375
0.5904694,238,147,86,69.1875
0.4098848,207,159,72,105.875
0.6216768,210,198,42,132.8125
0.4728098,249,123,58,130.8125
0.2313638,173,218,78,43.875
0.2661383,100,160,55,56.25
0.4613666,200,170,66,164.3125
0.299566,180,164,37,41.8125
0.2564722,214,160,89,39.25
0.3899021,127,145,41,130
0.9113408,244,196,48,47.875
0.6158348,209,141,73,70.3125
0.4970486,131,115,50,82.5625
0.1548672,186,156,88,42
0.146204,119,151,31,71.5625
0.3739941,216,100,63,11.875
0.8701803,226,159,49,94.625
0.5494584,186,111,53,17.6875
0.8984038,158,194,54,93.3125
0.2234947,186,133,37,71.8125
0.8423637,128,133,57,68.875
0.7065474,106,110,33,228.125
0.2957493,166,232,42,59
0.6691168,230,168,42,101.8125
0.2103491,229,185,49,187.3125
0.5128953,111,102,38,21.5625
0.1811391,184,112,62,33.1875
0.2615313,225,144,57,55.4375
0.4802985,144,125,46,471.125
0.8930096,120,212,35,17.25
0.5325847,187,186,65,186.875
0.3846746,207,134,86,55.0625
0.6499514,142,119,49,48.0625
0.1353092,243,198,39,31.5625
0.9347389,218,120,58,82.875
0.6171035,194,196,57,400.1875
0.765021,172,182,82,233
0.1705898,218,147,82,82.5625
0.3974078,175,199,80,36.3125
0.9377499,124,132,70,782.9375
0.7629752,183,111,67,83.6875
0.1660549,211,206,74,57.4375
0.20034,238,113,60,10.8125
0.6290504,183,206,66,96.25
0.5341038,216,124,43,25.1875
0.9947772,211,148,36,151.0625
0.717535,150,158,30,296.3125
0.2805111,192,111,56,41.3125
0.3504628,197,107,77,41.5
0.5582199,216,161,38,63.4375
0.7035658,141,200,82,158.9375
0.9446341,189,143,74,90.0625
0.1748883,208,222,65,27.6875
0.7603149,238,113,43,28.4375
0.6123841,217,157,48,25.375
0.7815139,101,135,73,33.125
0.6847656,191,123,57,38.3125
0.7795134,227,112,44,100.6875
0.5468414,136,219,78,174.25
0.5334648,178,101,65,166.9375
0.2611414,231,155,63,44
0.3816606,174,163,43,118.75
0.6786094,186,155,67,209.5625
0.5536444,200,128,53,242.3125
0.3595274,231,185,48,25.75
0.1620089,141,248,58,56.3125
0.3758882,248,244,55,27.3125
0.7053397,109,197,33,301.125
0.7181716,220,254,44,9.4375
0.6119543,239,207,39,8.375
0.3256243,122,193,54,656.1875
0.7231325,134,196,71,132
0.4544304,124,244,66,108.125
0.9327144,223,103,50,282.1875
0.9767977,241,107,88,30.3125
0.3334278,142,169,81,15.0625
0.2456305,222,149,62,75.4375
0.8982828,130,176,38,109.25
0.4132821,105,114,42,60.75
0.1836523,180,148,82,37.9375
0.6779695,138,116,58,37.5625
0.3905914,231,186,71,185.1875
0.5580907,114,199,69,175.1875
0.3580172,242,152,71,155.3125
0.642023,196,111,73,27.1875
0.4550317,158,137,56,463.3125
0.1811331,151,144,50,136.5
0.5450714,254,119,72,88.0625
0.2537211,151,252,88,13.6875
0.6695513,108,189,69,218.625
0.7379218,135,244,82,35.3125
0.7751341,197,140,32,82.5625
0.7723003,172,173,71,37.25
0.9133952,233,149,39,48.875
0.3078682,242,166,79,372.625
0.8138834,176,117,42,229.75
0.594523,215,204,81,51.1875
0.1761709,162,117,53,12.9375
0.9505419,108,169,88,178.0625
0.5206665,164,177,37,12.8125
0.7633997,110,140,43,140.25
0.1122424,213,237,46,9.8125
0.4234575,136,120,39,80.375
0.8325068,184,147,82,14.4375
0.355051,177,124,45,244.125
0.5256057,237,104,81,53.4375
0.2796173,232,137,34,301.625
0.9111527,147,128,36,113.9375
0.8209132,243,154,43,19.25
0.7448238,129,206,57,499.3125
0.9111709,111,202,40,90.75
0.3097564,212,116,64,94.875
0.2555718,108,111,77,62.0625
0.4758685,100,216,46,203.6875
0.5450895,194,203,67,104.0625
0.7967057,158,196,81,197.1875
0.2790842,106,169,40,39.9375
0.474457,139,143,38,114.125
0.1628048,100,182,50,433
0.3215191,174,253,82,86.625
0.481446,236,188,38,79.5
0.6685474,125,105,84,133.125
0.2747266,254,119,44,66.9375
0.7059839,181,198,80,99.375
0.7847421,167,151,79,36.8125
0.878273,222,115,61,200.5
0.6105946,145,157,62,87.8125
0.4578031,161,108,65,84
0.8684862,209,194,64,28.75
0.2719838,131,224,65,39.9375
0.241014,196,119,89,13.4375
0.3722128,249,252,33,169.75
0.5381609,186,106,48,29.5625
0.3798112,177,108,72,26.875
0.6003315,126,164,82,111.75
0.6687801,100,143,88,164.9375
0.7374318,229,148,71,162.5
0.1785724,245,248,86,35.625
0.3057714,244,228,31,52.5
0.494713,155,138,88,91.0625
0.5748285,168,173,59,51.9375
0.139988,116,163,37,69.6875
0.9910385,214,145,55,55.3125
0.4782224,239,237,66,36.375
0.8627939,164,157,55,40.25
0.9339096,115,140,79,19.75
0.2529131,246,139,62,205.8125
0.8143438,244,178,40,8.25
0.6844495,162,164,45,50.75
0.7812712,118,119,62,62.3125
0.3190202,153,114,54,19.0625
0.1939313,142,172,77,56.125
0.551111,246,248,78,26.8125
0.2128492,232,172,52,24.875
0.8680967,179,191,40,57.4375
0.319488,117,105,30,185.4375
0.6230363,117,203,46,112.9375
0.6700001,114,111,48,89.75
0.3146395,107,140,66,114.875
0.3070408,230,128,34,124.5
0.5161,106,174,44,78.3125
0.2274007,112,180,75,99.125
0.3594318,117,127,48,95.0625
0.1799887,141,219,85,337.3125
0.7514349,152,141,84,125.375
0.4841868,240,152,56,80.125
0.86665,243,187,61,143.25
0.7270027,140,221,36,42.125
0.3065094,200,104,68,103.25
0.539462,119,193,71,89.75
0.2026277,182,238,81,21.375
0.3167436,200,207,44,10.3125
0.3021777,182,140,49,122.0625
0.170439,135,193,84,15.4375
0.4787126,115,149,48,329.875
0.2892437,226,222,75,70.875
0.6605878,158,155,64,314.875
0.6297604,109,167,44,33.9375
0.1789837,232,224,61,85.875
0.9171451,243,155,65,90.1875
0.3250384,153,212,67,48.875
0.192441,210,178,49,76.6875
0.2755931,102,138,88,72
0.1347135,224,235,34,57.625
0.6108024,158,148,42,89.25
0.7995908,137,113,65,84.375
0.3698516,155,185,39,301.4375
0.1675214,108,216,81,35.375
0.8433881,253,191,67,375.625
0.8552473,114,120,59,47.75
0.6244776,213,108,85,17.8125
0.5823646,207,142,88,53.0625
0.9530447,181,123,45,24.6875
0.493296,104,183,68,90.75
0.7694736,132,136,66,31.0625
0.6138379,184,135,72,84.625
0.3959728,114,159,88,89.8125
0.8711991,209,177,88,53.125
0.6374331,136,118,78,425.625
0.8690099,166,190,60,103.8125
0.9005523,124,219,57,71.375
0.5207297,252,108,40,11.3125
0.6856548,154,153,47,494.3125
0.8673095,188,123,72,24.8125
0.4579108,159,128,32,12.625
0.6054347,151,185,85,243.6875
0.8476975,224,205,47,163.75
0.3889747,239,173,61,20.4375
0.2114586,131,176,60,88.375
0.6035835,146,165,39,221.9375
0.4107937,223,104,85,33.4375
0.7215695,206,160,32,132.75
0.7417868,119,135,60,76.125
0.5349899,117,151,88,76.9375
0.9764671,205,183,35,28.3125
0.4492935,177,200,33,389.4375
0.4199042,150,107,72,102.75
0.3876368,151,147,54,72.125
0.1345638,154,215,40,40.375
0.3993427,137,207,49,400.8125
0.5275626,199,131,88,49.5
0.217712,145,180,50,170.5625
0.1668601,143,108,74,47.8125
0.6252686,141,201,55,22.6875
0.9200326,188,162,67,95.4375
0.2914807,124,243,57,17.625
0.5990568,160,180,85,33.5625
0.6709532,129,156,82,165.375
0.5984675,220,142,50,24.4375
0.9103422,202,170,48,50.125
0.1932218,140,235,36,76.375
0.6581565,111,182,43,82.875
0.6583077,240,115,34,12.25
0.5780387,239,173,44,25.875
0.9113792,168,105,54,26.75
0.8218158,236,191,62,39.1875
0.3122628,129,182,51,64.9375
0.5965836,134,102,87,17.5625
0.6438693,114,149,61,97.9375
0.2980042,233,186,38,31.5625
0.2592792,213,233,53,67.875
0.3300043,238,108,64,30.375
0.3940468,242,157,64,182
0.2061416,107,240,69,48.4375
0.4221873,247,115,62,15.75
0.1831298,137,157,75,15.0625
0.7474304,210,183,44,90.75
0.1893617,239,161,86,64.25
0.5684047,172,139,80,47.4375
0.1661066,134,185,52,144.375
0.6052528,192,108,66,331.8125
0.379466,171,182,30,38.1875
0.3220243,116,126,45,42.5625
0.8317182,131,110,45,42.5
0.2888087,138,150,65,45.1875
0.20353,135,202,73,16.1875
0.2523416,103,153,32,67.75
0.7562937,159,117,48,229.8125
0.7315084,113,126,88,38.9375
0.3172285,245,122,41,91.8125
0.4293267,124,136,70,68.125
0.8661929,232,195,54,87.5
0.5541127,189,131,59,10.875
0.3227952,190,117,48,12.5625
0.697151,254,155,31,191.1875
0.698031,117,143,52,54.5625
0.584382,147,128,33,13.9375
0.3236197,219,107,47,11.875
0.2009301,172,126,64,117.9375
0.957947,230,239,74,25.75
0.8700901,198,139,76,243.375
0.2868714,250,246,55,23.1875
0.3330157,177,158,65,63.5625
0.930714,178,185,48,212.1875
0.7364725,188,155,38,483.75
0.6402802,190,172,68,329.5
0.1456311,147,160,88,53.625
0.6919169,179,156,72,11.3125
0.602972,225,114,60,97.9375
0.739399,200,175,33,35.75
0.563996,239,126,59,11.8125
0.9336624,176,146,43,26.9375
0.8190745,155,197,77,216.25
0.3620345,206,161,86,32.875
0.4864148,125,163,55,120.5
0.9783291,195,188,70,49.9375
0.2605517,162,162,59,76.625
0.3905163,232,199,48,92.5625
0.4507862,107,220,74,266.25
0.1624769,204,137,49,13.1875
0.7490367,100,153,49,521.9375
0.1831193,189,215,67,87.5625
0.30748,137,149,76,51.3125
0.1469452,247,173,33,72
0.5778665,156,246,55,34.125
0.3193876,150,100,58,15.875
0.7749906,203,112,36,82.1875
0.3807989,146,105,89,14.4375
0.2295069,139,144,87,798.125
0.2100949,113,199,37,122.125
0.6546357,122,111,67,39.0625
0.9807749,152,156,54,41.875
0.2380145,209,185,79,87.9375
0.2607181,154,253,66,36.25
0.3433836,209,217,51,91.5
0.452578,160,158,64,135.125
0.4102544,151,149,71,41.4375
0.4682506,173,238,35,26.25
0.775687,145,147,35,248.75
0.5666918,120,100,31,22.125
0.2913151,187,126,40,69.375
0.7673385,135,136,32,78.625
0.5691092,127,203,80,105.4375
0.8901025,214,109,34,81.625
0.8525447,203,113,70,116
0.5110437,237,177,78,16.5625
0.4845673,240,166,75,100.6875
0.9004189,252,105,76,45.0625
0.8971362,148,171,60,38.6875
0.8438437,128,142,39,166.9375
0.6397736,222,133,87,14.9375
0.3040044,213,109,74,24.9375
0.5798925,231,104,63,32.875
0.9922692,187,133,52,12.875
0.1941277,123,100,49,19.125
0.4639889,196,171,73,16.6875
0.489321,205,144,49,34.25
0.3372479,190,187,84,57.75
0.3923991,135,203,65,96.9375
0.6613361,202,209,46,234.75
0.4595636,141,147,53,135.4375
0.7065461,183,180,52,77.6875
0.4915924,245,111,33,10.5
0.3987464,208,197,50,45.5625
0.9722118,181,211,54,37.8125
0.5913101,175,139,46,26.5625
0.3847289,202,213,74,329.5625
0.4199225,254,117,60,11.5625
0.7928343,241,205,37,331.1875
0.1489981,142,126,54,51.25
0.8446822,122,115,88,55.125
0.256373,211,130,51,74.3125
0.2402031,230,187,53,36.6875
0.2528462,192,239,49,38.875
0.7819604,133,114,67,127.625
0.9273022,172,183,37,31.125
0.2472291,127,119,71,23.0625
0.7952964,154,182,88,20.75
0.4844067,155,119,76,17.8125
0.235919,188,181,68,87.875
0.4360937,218,210,57,215.375
0.9423419,245,105,58,68.375
0.1463166,160,229,32,15.125
0.7976846,178,221,38,22.125
0.1659281,106,237,49,51.4375
0.629703,176,190,75,56.8125
0.7367409,222,120,53,30.875
0.6801934,154,246,36,37.6875
0.4723058,116,141,48,397
0.7548869,238,188,66,130.8125
0.3420782,199,178,34,19.6875
0.4489193,143,130,65,796.4375
0.4510101,246,193,86,171.6875
0.7041002,208,193,46,130.875
0.3347051,242,128,62,132.1875
0.4502084,202,137,47,155.1875
0.9356188,114,175,30,182.5625
0.6061634,237,147,79,192.9375
0.6856115,113,141,73,282.9375
0.5087068,139,199,60,170.4375
0.21171,150,157,54,112.875
0.7273173,244,192,89,187.1875
0.1458488,127,129,75,19.875
0.6577868,196,148,44,33.125
0.2522766,253,121,61,41.8125
0.8058228,153,148,89,66.375
0.2354467,205,147,53,57.125
0.2418044,143,134,36,371.25
0.7248966,120,177,74,53.0625
0.1857378,233,168,33,118.5625
0.6368108,213,221,72,71.125
0.6246588,187,238,50,31.125
0.1928782,109,103,46,71.0625
0.42994,109,197,62,291.875
0.1600202,127,101,37,45.375
0.7766619,166,144,33,59
0.6088637,191,166,79,51.9375
0.5461346,212,187,77,827.4375
0.7788662,124,181,62,858.875
0.4683166,159,223,32,139.9375
0.1638757,138,183,70,44.875
0.8553745,136,130,78,40.875
0.3264427,158,110,89,86.625
